postgres-1  | 2025-10-21 05:09:20.786 UTC [15685] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:42.514 UTC [17806] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:43.644 UTC [17814] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:43.644 UTC [17814] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:44.649 UTC [17815] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:44.649 UTC [17815] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:45.815 UTC [17816] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:45.815 UTC [17816] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:47.112 UTC [17817] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:47.112 UTC [17817] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:48.342 UTC [17818] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:48.342 UTC [17818] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:49.319 UTC [17826] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:49.319 UTC [17826] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:50.264 UTC [17827] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:50.264 UTC [17827] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:51.509 UTC [17828] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:51.509 UTC [17828] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:53.439 UTC [17829] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:53.439 UTC [17829] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:54.651 UTC [17837] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:54.651 UTC [17837] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:55.652 UTC [17838] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:55.652 UTC [17838] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:56.528 UTC [17839] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:56.528 UTC [17839] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:57.493 UTC [17840] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:57.493 UTC [17840] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:24:58.958 UTC [17848] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:24:58.958 UTC [17848] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:00.245 UTC [17849] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:00.245 UTC [17849] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:01.380 UTC [17850] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:01.380 UTC [17850] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:02.480 UTC [17851] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:02.480 UTC [17851] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:03.789 UTC [17852] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:03.789 UTC [17852] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:04.816 UTC [17860] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:04.816 UTC [17860] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:05.741 UTC [17861] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:05.741 UTC [17861] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:07.310 UTC [17862] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:07.310 UTC [17862] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:08.470 UTC [17863] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:08.470 UTC [17863] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:09.810 UTC [17871] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:09.810 UTC [17871] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:10.723 UTC [17872] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:10.723 UTC [17872] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:12.389 UTC [17873] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:12.389 UTC [17873] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:13.598 UTC [17874] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:13.598 UTC [17874] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:14.574 UTC [17883] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:14.574 UTC [17883] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:15.694 UTC [17884] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:15.694 UTC [17884] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:16.964 UTC [17885] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:16.964 UTC [17885] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:17.871 UTC [17886] FATAL:  password authentication failed for user "ubuntu"
postgres-1  | 2025-10-21 05:25:17.871 UTC [17886] DETAIL:  Role "ubuntu" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:17.919 UTC [17887] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:17.919 UTC [17887] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:18.918 UTC [17888] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:18.918 UTC [17888] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:19.840 UTC [17896] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:19.840 UTC [17896] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:20.940 UTC [17897] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:20.940 UTC [17897] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:22.086 UTC [17898] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:22.086 UTC [17898] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:22.957 UTC [17899] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:22.957 UTC [17899] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:23.835 UTC [17900] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:23.835 UTC [17900] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:24.705 UTC [17908] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:24.705 UTC [17908] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:25.611 UTC [17909] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:25.611 UTC [17909] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:26.714 UTC [17910] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:26.714 UTC [17910] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:27.689 UTC [17911] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:27.689 UTC [17911] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:28.713 UTC [17912] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:28.713 UTC [17912] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:30.066 UTC [17921] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:30.066 UTC [17921] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:31.100 UTC [17922] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:31.100 UTC [17922] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:32.023 UTC [17923] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:32.023 UTC [17923] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:33.319 UTC [17924] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:33.319 UTC [17924] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:34.638 UTC [17932] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:34.638 UTC [17932] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:36.057 UTC [17933] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:36.057 UTC [17933] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:37.056 UTC [17934] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:37.056 UTC [17934] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:38.251 UTC [17935] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:38.251 UTC [17935] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:39.518 UTC [17936] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:39.518 UTC [17936] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:40.550 UTC [17944] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:40.550 UTC [17944] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:41.661 UTC [17945] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:41.661 UTC [17945] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:42.657 UTC [17946] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:42.657 UTC [17946] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:43.684 UTC [17947] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:43.684 UTC [17947] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:45.180 UTC [17955] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:45.180 UTC [17955] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:46.449 UTC [17956] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:46.449 UTC [17956] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:47.439 UTC [17957] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:47.439 UTC [17957] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:48.501 UTC [17958] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:48.501 UTC [17958] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:49.438 UTC [17959] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:49.438 UTC [17959] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:50.759 UTC [17967] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:50.759 UTC [17967] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:52.450 UTC [17968] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:52.450 UTC [17968] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:53.436 UTC [17969] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:53.436 UTC [17969] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:54.636 UTC [17970] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:54.636 UTC [17970] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:55.733 UTC [17978] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:55.733 UTC [17978] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:56.972 UTC [17979] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:56.972 UTC [17979] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:57.918 UTC [17980] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:57.918 UTC [17980] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:58.872 UTC [17981] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:58.872 UTC [17981] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:25:59.746 UTC [17982] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:25:59.746 UTC [17982] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:00.726 UTC [17990] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:00.726 UTC [17990] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:02.060 UTC [17991] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:02.060 UTC [17991] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:03.158 UTC [17992] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:03.158 UTC [17992] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:04.122 UTC [17993] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:04.122 UTC [17993] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:05.252 UTC [18001] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:05.252 UTC [18001] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:06.245 UTC [18002] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:06.245 UTC [18002] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:06.845 UTC [18003] FATAL:  password authentication failed for user "postgre"
postgres-1  | 2025-10-21 05:26:06.845 UTC [18003] DETAIL:  Role "postgre" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:07.254 UTC [18004] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:07.254 UTC [18004] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:08.656 UTC [18005] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:08.656 UTC [18005] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:09.744 UTC [18006] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:09.744 UTC [18006] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:10.715 UTC [18014] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:10.715 UTC [18014] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:11.874 UTC [18015] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:11.874 UTC [18015] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:13.252 UTC [18016] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:13.252 UTC [18016] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:14.399 UTC [18017] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:14.399 UTC [18017] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:15.508 UTC [18026] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:15.508 UTC [18026] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:16.556 UTC [18027] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:16.556 UTC [18027] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:17.588 UTC [18028] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:17.588 UTC [18028] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:18.638 UTC [18029] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:18.638 UTC [18029] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:20.046 UTC [18030] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:20.046 UTC [18030] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:21.350 UTC [18038] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:21.350 UTC [18038] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:22.514 UTC [18039] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:22.514 UTC [18039] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:23.558 UTC [18040] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:23.558 UTC [18040] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:24.577 UTC [18041] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:24.577 UTC [18041] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:25.456 UTC [18049] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:25.456 UTC [18049] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:26.357 UTC [18050] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:26.357 UTC [18050] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:27.521 UTC [18051] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:27.521 UTC [18051] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:28.659 UTC [18052] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:28.659 UTC [18052] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:29.726 UTC [18053] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:29.726 UTC [18053] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:30.821 UTC [18061] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:30.821 UTC [18061] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:32.056 UTC [18062] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:32.056 UTC [18062] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:33.063 UTC [18063] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:33.063 UTC [18063] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:33.998 UTC [18064] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:33.998 UTC [18064] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:34.923 UTC [18065] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:34.923 UTC [18065] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:35.950 UTC [18073] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:35.950 UTC [18073] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:37.043 UTC [18074] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:37.043 UTC [18074] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:37.907 UTC [18075] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:37.907 UTC [18075] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:38.775 UTC [18076] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:38.775 UTC [18076] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:39.659 UTC [18077] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:39.659 UTC [18077] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:40.658 UTC [18078] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:40.658 UTC [18078] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:41.881 UTC [18086] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:41.881 UTC [18086] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:42.923 UTC [18087] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:42.923 UTC [18087] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:44.335 UTC [18088] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:44.335 UTC [18088] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:45.245 UTC [18089] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:45.245 UTC [18089] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:46.155 UTC [18098] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:46.155 UTC [18098] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:47.750 UTC [18099] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:47.750 UTC [18099] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:48.749 UTC [18100] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:48.749 UTC [18100] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
2025-10-21 05:26:06.845 UTC [18003] FATAL:  password authentication failed for user "postgre"
postgres-1  | 2025-10-21 05:26:06.845 UTC [18003] DETAIL:  Role "postgre" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:26:07.254 UTC [18004] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:26:07.254 UTC [18004] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
